id,name,description,zip_code,neighborhood,latitude,longitude,property_type,room_type,n_accommodates,n_bathrooms,n_bedrooms,n_beds,amenities,price,minimum_nights,maximum_nights,availability_365,n_reviews,first_review,last_review,n_reviews_per_month,score_rating,score_cleanliness,score_location,score_value,host_id,host_name,host_since,host_is_superhost,host_n_listings,url_listing,url_picture
l_1039028,The Cottage on Parkway Loop,"The Cottage is a cozy, light, fully self contained (small) home.  It has all the amenities of a larger home, but with the comfortable convenience of a smaller space. It's just the right distance from Downtown, with the peace and privacy of a small neighborhood.",28803,Tuxedo Park,35.55197,-82.49282,Tiny home,Entire home/apt,2,1.5,1,1,Fire pit;Heating;Room-darkening shades;Window AC unit;Iron;Extra pillows and blankets;Cooking basics;Essentials;Bathtub;Shampoo;Dedicated workspace;Refrigerator;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Free washer – In unit;Bed linens;Carbon monoxide alarm;Stove;Microwave;Wifi;TV;Hangers;BBQ grill;Lockbox;Long term stays allowed;Fire extinguisher;Free dryer – In unit;Backyard;Coffee maker;Private patio or balcony;Self check-in;Ethernet connection;Outdoor furniture;Oven;Free parking on premises;Smoke alarm;Baby safety gates,105,2,91,5,309,2013-06-23,2024-12-26,2.12,4.99,4.99,4.95,4.97,h_4143638,Maryfrances,2012-11-13,TRUE,2,https://www.airbnb.com/rooms/1039028,https://a0.muscache.com/pictures/15621161/dab31af1_original.jpg
l_1066156,Lucky W Cottage- #1 Host in US,"More 5★ reviews than anyone in the US! We are known for our hospitality, cleanliness and comfortable accommodations. Easy access to town (no mountain roads!) and in a rural setting on our farm.<br />Just 5 miles from Downtown and 15 minutes to Biltmore Estate. Uber and Lyft frequently used by guests and the cottage is easy to find. Lucky W Cottage has an inviting and homey feel. Take a swim in the pool and a walk around the farm or sit by the fire and gaze at the mountains.",28804,South Asheville,35.64745,-82.51644,Entire cottage,Entire home/apt,4,1,1,2,"First aid kit;Cleaning products;Luggage dropoff allowed;Fire pit;Outlet covers;Blender;Conditioner;Room-darkening shades;Smoke alarm;Iron;Extra pillows and blankets;Heating - split type ductless system;Wine glasses;Fast wifi – 55 Mbps;Hot water kettle;AC - split type ductless system;Barbecue utensils;Cooking basics;Essentials;Shampoo;Dedicated workspace;Refrigerator;Single level home;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Shared backyard – Not fully fenced;Private entrance;Whirlpool stainless steel single oven;Hair dryer;Kitchen;Radiant heating;Ceiling fan;Bed linens;Carbon monoxide alarm;Portable fans;Microwave;Coffee;Hangers;Books and reading material;Fire extinguisher;Private BBQ grill: charcoal;Long term stays allowed;Clothing storage: walk-in closet, closet, and dresser;Sound system;Coffee maker;Sun loungers;Freezer;Private patio or balcony;Shared outdoor pool - available seasonally, open 24 hours;Dining table;Toaster;Outdoor furniture;Outdoor dining area;Body soap;Whirlpool stainless steel induction stove;Laundromat nearby;Free parking on premises;43 inch HDTV with Netflix, Amazon Prime Video;Mountain view",144,2,14,296,764,2013-04-22,2025-06-16,5.16,4.99,5,4.99,4.96,h_4834939,Jessica,2013-01-24,TRUE,2,https://www.airbnb.com/rooms/1066156,https://a0.muscache.com/pictures/airflow/Hosting-1066156/original/2ed6400e-82d7-4963-baf7-a050dff524b7.jpg
l_1127777,W Asheville Modern Meets Zen (No Cleaning Fees),"Looking to R&R with easy access to everything? My home is a hybrid of modern & traditional, Asian & Western, modern & cozy. Walking distance to many local favorites in W. Asheville, the feel & tone of my home is quiet, spiritual, contemplative, & refreshing. Birds & butterflies abound the garden & yard. A meditative space. NOT suitable if you are in Asheville to party or to drink! A private sauna is available - ask for per use pricing. <br /><br />I #HostwithPride.",28806,West Asheville,35.57436,-82.59227,Private room in bungalow,Private room,2,1,1,1,First aid kit;Central heating;Conditioner;Private sauna;Garden view;Iron;Lock on bedroom door;Hot water kettle;Essentials;Bathtub;Shampoo;Refrigerator;Shower gel;Hot water;Shared backyard – Not fully fenced;Hair dryer;Free washer – In unit;Bed linens;Carbon monoxide alarm;Portable fans;Wifi;Hangers;Books and reading material;Fire extinguisher;Free dryer – In unit;Clothing storage: closet;Central air conditioning;Courtyard view;Coffee maker;Outdoor furniture;Shared patio or balcony;Body soap;Laundromat nearby;Free parking on premises;Smoke alarm,88,2,15,157,330,2013-06-27,2025-05-26,2.26,4.91,4.89,4.91,4.89,h_6187751,Hun,2013-05-01,FALSE,1,https://www.airbnb.com/rooms/1127777,https://a0.muscache.com/pictures/airflow/Hosting-1127777/original/11bf3c9b-4956-41e9-a3c9-48331c8dc969.jpg
l_1297717,"Lovely, peaceful mountain retreat",Cozy Mother-in-law apt with kitchenette and private bathroom and entrance. Has a queen size bed.,28805,East Asheville,35.62266,-82.50397,Entire guest suite,Entire home/apt,2,1,0,1,"Heating;Free dryer – In building;Garden view;Iron;32 inch HDTV with Amazon Prime Video, Roku, DVD player;Host greets you;Cooking basics;Essentials;Shampoo;Dedicated workspace;Refrigerator;Hot water;Dishes and silverware;Shared backyard – Not fully fenced;Private entrance;Hair dryer;Kitchen;Carbon monoxide alarm;Microwave;Wifi;Hangers;Fire extinguisher;Central air conditioning;Coffee maker;Private patio or balcony;Outdoor furniture;Outdoor dining area;Free parking on premises;Free washer – In building;Smoke alarm",64,2,1125,290,101,2013-07-29,2023-02-25,0.7,4.66,4.65,4.84,4.7,h_614610,Linda,2011-05-22,FALSE,2,https://www.airbnb.com/rooms/1297717,https://a0.muscache.com/pictures/67336970-c85e-467c-99b5-5d3552e0104f.jpg
l_1312301,Mid Century Modern Basement Apt..,"Quiet delight surrounded by gardens. Near shopping, restaurants, downtown Asheville, Blue Ridge Parkway, and public transportation.",28805,East Asheville,35.58235,-82.49974,Entire rental unit,Entire home/apt,2,1,1,1,First aid kit;Air conditioning;Heating;Iron;Cooking basics;Essentials;Shampoo;Dedicated workspace;Indoor fireplace;Refrigerator;Hot water;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Dryer;Carbon monoxide alarm;Stove;Microwave;Wifi;TV;Hangers;Long term stays allowed;Fire extinguisher;Backyard;Coffee maker;Oven;Washer;Free parking on premises;Smoke alarm,74,2,1125,338,97,2013-07-08,2024-09-30,0.67,4.8,4.82,4.92,4.82,h_7130739,Marta,2013-06-26,,1,https://www.airbnb.com/rooms/1312301,https://a0.muscache.com/pictures/45a8c79e-7410-4004-ae61-458ecef226d6.jpg
l_1332684,Sweet Studio - Walk West Asheville,"Keyless entry with a door code, so you can check-in without host's help!  Full kitchen, queen bed, living area and private outdoor patio - all within a 10 minute walk to the best of West Asheville. Just a 5 min drive to downtown, 10 minute drive to the Biltmore. Basement apt.",28806,West Asheville,35.58182,-82.59267,Entire rental unit,Entire home/apt,2,1,1,1,First aid kit;Air conditioning;Heating;Iron;Extra pillows and blankets;Cooking basics;Essentials;27 inch TV;Shampoo;Dedicated workspace;Refrigerator;Hot water;Dishes and silverware;Hair dryer;Kitchen;Keypad;Bed linens;Carbon monoxide alarm;Microwave;Wifi;Hangers;Long term stays allowed;Backyard;Coffee maker;Private patio or balcony;Self check-in;Free parking on premises;Smoke alarm,53,30,730,93,512,2013-08-18,2024-11-22,3.55,4.73,4.78,4.8,4.76,h_2799158,Kari,2012-07-01,TRUE,1,https://www.airbnb.com/rooms/1332684,https://a0.muscache.com/pictures/111ad28e-afe3-4de2-97a8-3d6d40470e13.jpg
l_1392363,Explorers Retreat 2mi from Downtown Lots of Plants,"1920's Craftsman's Bungalow with lots of character, plants, spacious yard, spacious balcony with rocking chairs, grill, river & sunset views! Perfect for travelers looking for a casual space to retreat to.<br /><br />-3 Beds, Fiber Internet & work desk + rooms with TV's<br />-2 miles from Downtown Asheville<br />-Easy access to interstate & surrounding areas<br />-2 breweries + BBQ less than 1 mile from the home<br />-Less than 1 mile from new greenways & river put-ins<br />-Generously equipped kitchen with 6-8 person dining area",28804,South Asheville,35.62642,-82.57905,Entire bungalow,Entire home/apt,4,1,2,3,First aid kit;Valley view;Cleaning products;Central heating;Fire pit;Drying rack for clothing;Blender;Conditioner;River view;Board games;Smoke alarm;Free dryer – In building;Garden view;Iron;Extra pillows and blankets;Wine glasses;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Dedicated workspace;Refrigerator;Shower gel;Single level home;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Shared backyard – Not fully fenced;Private entrance;Hair dryer;Kitchen;Free street parking;Smart lock;40 inch HDTV with Roku;Ceiling fan;Bed linens;Carbon monoxide alarm;Portable fans;Microwave;Wifi;Coffee;Hangers;Exterior security cameras on property;Fire extinguisher;Central air conditioning;Coffee maker;Waterfront;Private BBQ grill: gas;Self check-in;Electric stove;Toaster;Oven;Dining table;Outdoor furniture;Clothing storage;Outdoor dining area;Body soap;Laundromat nearby;Free parking on premises;Free washer – In building;Mountain view;Patio or balcony,92,1,12,50,115,2018-08-07,2025-06-09,1.38,4.85,4.92,4.63,4.69,h_7527127,Carlos,2013-07-16,TRUE,3,https://www.airbnb.com/rooms/1392363,https://a0.muscache.com/pictures/miso/Hosting-1392363/original/2a1ec16d-06b9-4ffa-8f66-d1fcca48468b.jpeg
l_1393012,HUGE SUITE (king bed) & huge bath-PRIVATE ACCESS,"Suite!-Huge king size bedroom & large bathroom has PRIVATE ACCESS from covered garage. Keurig coffee maker, mini refrigerator, microwave, toaster, table to eat or workstation, access to washer/dryer. 50""  tv/cable in bedroom-king bed. Opens to a sitting room for a quiet place to read in recliner or futon. Walk around access to huge back deck & use of firepit. COFFEE/TEA Continental Breakfast INCLUDED. 20 minutes from downtown Asheville, 10 minutes to Blue Ridge Pkwy & 5 minutes to WNC Ag Center",28704,South Asheville,35.46248,-82.53867,Private room in home,Private room,2,1,1,1,"Mini fridge;Luggage dropoff allowed;Coffee maker: Keurig coffee machine;Fire pit;Heating;Garden view;Lock on bedroom door;Iron;Extra pillows and blankets;Breakfast;Essentials;Bathtub;Shampoo;Dedicated workspace;Single level home;Shower gel;Hot water;Dishes and silverware;Private entrance;Hair dryer;Free street parking;Free washer – In unit;Private backyard – Not fully fenced;Bed linens;Carbon monoxide alarm;Private living room;Microwave;Hangers;BBQ grill;Lockbox;Fire extinguisher;Free dryer – In unit;Central air conditioning;Freezer;Private patio or balcony;Self check-in;Outdoor furniture;Outdoor dining area;Fast wifi – 70 Mbps;52 inch HDTV with standard cable, Amazon Prime Video;Free parking on premises;Smoke alarm",70,1,30,79,147,2013-10-28,2025-06-01,1.04,4.97,5,4.91,4.96,h_7523601,Karen,2013-07-16,FALSE,1,https://www.airbnb.com/rooms/1393012,https://a0.muscache.com/pictures/da752612-220a-4fe0-a550-db3adc0f98b8.jpg
l_1421061,Garden studio next to downtown Asheville,"Our home is an official, permitted airbnb so your reservation is safe! <br />We are located on the south side of downtown between Biltmore Village and downtown Asheville.  It is a five minute drive to downtown, and 2 minutes to Biltmore Village and the entrance to Biltmore Estate. City bus stop close by too.",28803,Tuxedo Park,35.57776,-82.5369,Entire rental unit,Entire home/apt,2,1,1,1,Cleaning products;Heating;Room-darkening shades;Garden view;TV with standard cable;Extra pillows and blankets;Hot water kettle;Host greets you;Essentials;Bathtub;Dedicated workspace;Refrigerator;Hot water;Dishes and silverware;Kitchen;Ceiling fan;Bed linens;Carbon monoxide alarm;Portable fans;Microwave;Wifi;Hangers;Fire extinguisher;Backyard;Coffee maker;Freezer;Dining table;Toaster;Clothing storage: closet and dresser;Free parking on premises;Smoke alarm,120,2,7,320,145,2013-07-29,2023-11-12,1,4.94,4.94,4.89,4.85,h_483350,Emilio Janusz,2011-04-04,FALSE,1,https://www.airbnb.com/rooms/1421061,https://a0.muscache.com/pictures/miso/Hosting-1421061/original/1250bf57-c760-4773-9624-c7513856e976.jpeg
l_1475299,"Comfy,  chic spotless.  Your home in Asheville","Private home. 3rd BR is a designated work space.  Large yard.  Also, renters are welcome to enjoy the park-like meadow, fire pit, pavilion, corn hole, boccie ball, creek - across the street where we live.  5 mi from DT.  Short drive to the parkway for mountain vistas and hikes or to the River Arts District, music venues... wonderful restaurants, grocery stores, lake and bird sanctuary for perfect size daily walks.",28804,South Asheville,35.64446,-82.52653,Entire home,Entire home/apt,4,1.5,3,2,First aid kit;Cleaning products;Central heating;25 inch HDTV with Roku;Luggage dropoff allowed;Fire pit;Pets allowed;Blender;Children’s books and toys;Conditioner;Room-darkening shades;Board games;Garden view;Iron;Extra pillows and blankets;Safe;Hot water kettle;Wine glasses;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Dedicated workspace;Single level home;Shower gel;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;New Kitchen Aid refrigerator;Hair dryer;Kitchen;Free street parking;Free washer – In unit;Nice soaps provided body soap;Private backyard – Not fully fenced;Bed linens;Carbon monoxide alarm;Microwave;Wifi;Coffee;Hangers;BBQ grill;Lockbox;Books and reading material;Fire extinguisher;Free dryer – In unit;Long term stays allowed;Clothing storage: closet;Central air conditioning;Coffee maker;Freezer;Private patio or balcony;Self check-in;Dining table;Toaster;Outdoor furniture;Outdoor dining area;KitchenAid gas stove;New gas oven  GE oven;Hammock;Laundromat nearby;Free parking on premises;Smoke alarm,140,2,730,327,36,2013-10-14,2025-03-09,0.25,4.97,4.97,4.91,4.79,h_1566145,Gayle,2012-01-04,TRUE,2,https://www.airbnb.com/rooms/1475299,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTQ3NTI5OQ%3D%3D/original/bc62994b-2689-4d69-88f4-66b92fc2daf0.jpeg
l_1569954,Charming cottage bordered by stream,"1917 cottage with a private backyard and meandering stream.Relaxing environment in quiet neighborhood setting.The host is an artist well known for her regional landscapes.Amenities include a natural setting 1o minutes from downtown Asheville, nearby tennis courts, restaurants,microbreweries.and close proximity to the Blue Ridge Parkway.",28801,Downtown Asheville,35.61185,-82.55216,Private room in home,Private room,2,1,1,1,First aid kit;Dryer;Essentials;Air conditioning;Carbon monoxide alarm;Washer;Wifi;TV;Heating;Fire extinguisher;Free parking on premises;Kitchen;Smoke alarm,150,30,31,364,38,2013-09-24,2015-11-02,0.27,4.89,4.87,4.76,4.89,h_8348149,Deborah,2013-08-23,FALSE,1,https://www.airbnb.com/rooms/1569954,https://a0.muscache.com/pictures/33560600/cfe5827d_original.jpg
l_1571095,Perfectly Located Studio Apartment In Asheville,"2025 renovations are complete, come visit Asheville!! <br /><br />Comfy studio apartment located just up the road from Biltmore Village.  Be in the heart of it all with easy access to the Biltmore House and only minutes from Downtown.  We are one of the few truly detached, standalone spaces for rent in such a prime location!",28803,Tuxedo Park,35.57388,-82.5385,Entire guesthouse,Entire home/apt,2,1,0,1,"First aid kit;Small Bluetooth speaker available for use in the left side of black media cabinet  Bluetooth sound system;Cleaning products;Blender;Children’s books and toys;Heating;Conditioner;Window AC unit;Iron;Extra pillows and blankets;Breakfast;Wine glasses;Hot water kettle;Host greets you;Essentials;Shampoo;Refrigerator;Shower gel;Hot water;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Bed linens;Carbon monoxide alarm;Portable fans;Pack ’n play/Travel crib;Microwave;Coffee;Hangers;Books and reading material;Fire extinguisher;Clothing storage: closet;Children’s dinnerware;Coffee maker;Freezer;Private patio or balcony;Dining table;Babysitter recommendations;Toaster;TV with Amazon Prime Video, Fire TV, Disney+, Netflix;Outdoor furniture;Body soap;Fast wifi – 105 Mbps;Free parking on premises;Smoke alarm",87,2,7,75,138,2016-12-11,2024-07-22,1.33,4.91,4.96,4.91,4.85,h_8345942,Sherry,2013-08-23,FALSE,1,https://www.airbnb.com/rooms/1571095,https://a0.muscache.com/pictures/airflow/Hosting-1571095/original/76e05ff1-0444-4605-b20f-798f15e3abf4.jpg
l_1574329,#7 Rose Room - Oakland Cottage B&B,"Queen bedroom at Oakland Cottage, full private bath, cable TV, shampoo and local soaps, WIFI, full hot breakfast each morning, off street parking.  Charming and convenient!",28801,Downtown Asheville,35.57478,-82.55719,Private room in bed and breakfast,Private room,2,1,1,1,Air conditioning;Pets allowed;Heating;TV with standard cable;Iron;Breakfast;Essentials;Shampoo;Hot water;Hair dryer;Keypad;Dryer;Carbon monoxide alarm;Wifi;Hangers;Coffee maker;Self check-in;Washer;Free parking on premises;Smoke alarm,162,2,365,173,5,2016-02-28,2021-06-29,0.04,4.8,5,5,5,h_3736218,Mary,2012-10-02,FALSE,7,https://www.airbnb.com/rooms/1574329,https://a0.muscache.com/pictures/7e1dc2b1-2dba-4533-8887-0420ba22e9f3.jpg
